2016-09-28 20:55:51,769 - mq-monitor-logger - INFO - 2016-09-28 20:55:51的MQ队列情况如下(表名,消息数量(大概多久同步完(s)),消费者数量,进队数量,出队数量):
2016-09-28 21:00:51,962 - mq-monitor-logger - INFO - t_bse_emp_yhed,0(所需同步时间:无延迟),1,8158,8158
2016-09-28 21:00:51,962 - mq-monitor-logger - INFO - t_tfr_inventory_org,0(所需同步时间:无延迟),1,16466140,16636923
2016-09-28 21:00:51,962 - mq-monitor-logger - INFO - t_tfr_stocktask_result_org,0(所需同步时间:无延迟),1,95510,97997
2016-09-28 21:00:51,963 - mq-monitor-logger - INFO - t_prc_waybill_changeinfo,2(所需同步时间:0.49s),1,2494760,2497488
2016-09-28 21:00:51,963 - mq-monitor-logger - INFO - t_tfr_uncage_info_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:00:51,963 - mq-monitor-logger - INFO - t_tfr_package_path_org,0(所需同步时间:无延迟),1,1305322,1512677
2016-09-28 21:00:51,963 - mq-monitor-logger - INFO - t_bse_express_oubr_plan_detail,0(所需同步时间:无延迟),1,72,72
2016-09-28 21:00:51,963 - mq-monitor-logger - INFO - t_bse_cus_preferential,0(所需同步时间:无延迟),1,113496,113496
2016-09-28 21:00:51,963 - mq-monitor-logger - INFO - t_rut_transport_path,2(所需同步时间:0.55s),1,2579010,2581938
2016-09-28 21:00:51,963 - mq-monitor-logger - INFO - t_prc_waybill_other_charge,0(所需同步时间:无延迟),1,812,992
2016-09-28 21:00:51,964 - mq-monitor-logger - INFO - t_tfr_exchage_record_org,0(所需同步时间:无延迟),1,61532,61772
2016-09-28 21:00:51,964 - mq-monitor-logger - INFO - t_tfr_packagelabel_log_org,0(所需同步时间:无延迟),1,92752,108965
2016-09-28 21:00:51,964 - mq-monitor-logger - INFO - t_bse_res_outsourcetruck,0(所需同步时间:无延迟),1,33555,34266
2016-09-28 21:00:51,964 - mq-monitor-logger - INFO - t_tfr_unload_task_detail_org,0(所需同步时间:无延迟),1,226433,246113
2016-09-28 21:00:51,964 - mq-monitor-logger - INFO - t_tfr_checktask_org,1(所需同步时间:1.27s),1,608864,705896
2016-09-28 21:00:51,964 - mq-monitor-logger - INFO - t_tfr_tray_offline_scan_task_org,0(所需同步时间:无延迟),1,56561,71256
2016-09-28 21:00:51,964 - mq-monitor-logger - INFO - t_tfr_load_task_org,4(所需同步时间:4.84s),1,1934136,2196215
2016-09-28 21:00:51,965 - mq-monitor-logger - INFO - t_bse_customer_profession,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:00:51,965 - mq-monitor-logger - INFO - t_bse_pos_deliverymap,0(所需同步时间:无延迟),1,1097,1097
2016-09-28 21:00:51,965 - mq-monitor-logger - INFO - t_tfr_uncage_detail_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:00:51,965 - mq-monitor-logger - INFO - t_tak_waybillrfc_batchchange,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:00:51,965 - mq-monitor-logger - INFO - t_tfr_supplycode_task_org,20(所需同步时间:2.83s),1,4437619,4486866
2016-09-28 21:00:51,965 - mq-monitor-logger - INFO - t_tfr_stockcleardiffer_report_detail_org,1(所需同步时间:150.0s),1,285124,291415
2016-09-28 21:00:51,965 - mq-monitor-logger - INFO - t_tfr_os_waybill_track_org,0(所需同步时间:无延迟),1,524347,524617
2016-09-28 21:00:51,966 - mq-monitor-logger - INFO - t_tfr_damagedwaybill_info_org,0(所需同步时间:无延迟),1,307,307
2016-09-28 21:00:51,966 - mq-monitor-logger - INFO - t_bse_pro_masterinfo,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:00:51,966 - mq-monitor-logger - INFO - t_tfr_differ_report_qms_log_org,33(所需同步时间:6.17s),1,6159937,6182600
2016-09-28 21:00:51,966 - mq-monitor-logger - INFO - t_tak_return_goods_major,0(所需同步时间:无延迟),1,157661,157667
2016-09-28 21:00:51,966 - mq-monitor-logger - INFO - t_tfr_os_paternity_print_info_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:00:51,966 - mq-monitor-logger - INFO - t_tfr_waybill_exchage_rel_org,0(所需同步时间:无延迟),1,61044,61267
2016-09-28 21:00:51,966 - mq-monitor-logger - INFO - t_tfr_meter_bubble_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:00:51,967 - mq-monitor-logger - INFO - t_dlv_signoff_payment_info,3(所需同步时间:3.35s),1,984083,986657
2016-09-28 21:00:51,967 - mq-monitor-logger - INFO - t_org_employee,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:00:51,967 - mq-monitor-logger - INFO - t_tfr_loadhandoverbill_org,3(所需同步时间:2.32s),1,1611061,1758415
2016-09-28 21:00:51,967 - mq-monitor-logger - INFO - t_tfr_loadhandoverbill_trucktaskdetail_rel_org,1(所需同步时间:3.26s),1,618831,677685
2016-09-28 21:00:51,967 - mq-monitor-logger - INFO - t_prc_exception_log,10(所需同步时间:1.78s),1,2633533,2636429
2016-09-28 21:00:51,967 - mq-monitor-logger - INFO - t_tfr_stocktakingdiff_detail_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:00:51,967 - mq-monitor-logger - INFO - t_bse_bank_district,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:00:51,967 - mq-monitor-logger - INFO - t_bse_express_outbranch_plan,0(所需同步时间:无延迟),1,46,46
2016-09-28 21:00:51,968 - mq-monitor-logger - INFO - t_bse_express_bigzone,0(所需同步时间:无延迟),1,1176,1176
2016-09-28 21:00:51,968 - mq-monitor-logger - INFO - t_tfr_os_loadtask_detail_org,0(所需同步时间:无延迟),1,53306,53487
2016-09-28 21:00:51,968 - mq-monitor-logger - INFO - t_bse_res_selftruck,0(所需同步时间:无延迟),1,1625,1627
2016-09-28 21:00:51,968 - mq-monitor-logger - INFO - t_dlv_trajectory_record,11(所需同步时间:2.85s),1,9750202,9778465
2016-09-28 21:00:51,968 - mq-monitor-logger - INFO - t_tfr_supplycode_back_org,0(所需同步时间:无延迟),1,5766,5783
2016-09-28 21:00:51,968 - mq-monitor-logger - INFO - t_tfr_traceimport_error_info_org,0(所需同步时间:无延迟),1,14428,14428
2016-09-28 21:00:51,968 - mq-monitor-logger - INFO - t_bse_bill_rules,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:00:51,969 - mq-monitor-logger - INFO - t_tfr_ptploadhandoverbill_org,0(所需同步时间:无延迟),1,21011,23243
2016-09-28 21:00:51,969 - mq-monitor-logger - INFO - t_tfr_checkuser_org,0(所需同步时间:无延迟),1,353156,411227
2016-09-28 21:00:51,969 - mq-monitor-logger - INFO - t_bse_express_zz_sales_dept,0(所需同步时间:无延迟),1,1609,1609
2016-09-28 21:00:51,969 - mq-monitor-logger - INFO - t_tfr_cage_info_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:00:51,969 - mq-monitor-logger - INFO - t_tfr_exception_goods_info_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:00:51,969 - mq-monitor-logger - ERROR - t_tak_waybill_baseinfo 表预估延迟超过900s，请检查!
2016-09-28 21:00:51,969 - mq-monitor-logger - INFO - t_tak_waybill_baseinfo,46897(所需同步时间:14069.1s),1,2381629,2337393
2016-09-28 21:00:51,970 - mq-monitor-logger - INFO - t_tak_waybill_alternative_relationship,0(所需同步时间:无延迟),1,6408,7262
2016-09-28 21:00:51,970 - mq-monitor-logger - INFO - t_tfr_less_report_org,0(所需同步时间:无延迟),1,724279,731632
2016-09-28 21:00:51,970 - mq-monitor-logger - INFO - t_bse_org_company,0(所需同步时间:无延迟),1,95948,96912
2016-09-28 21:00:51,970 - mq-monitor-logger - INFO - t_tfr_os_loadtask_org,0(所需同步时间:无延迟),1,9750,10635
2016-09-28 21:00:51,970 - mq-monitor-logger - INFO - t_tfr_os_track_optrecord_org,0(所需同步时间:无延迟),1,537,572
2016-09-28 21:00:51,970 - mq-monitor-logger - INFO - t_bse_cus_account,0(所需同步时间:无延迟),1,42530,42530
2016-09-28 21:00:51,970 - mq-monitor-logger - INFO - t_prc_waybill_discount_detail,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:00:51,971 - mq-monitor-logger - INFO - t_tfr_stockclear_task_org,1(所需同步时间:300s内消费数量为0，暂时无法计算),1,7313,8259
2016-09-28 21:00:51,971 - mq-monitor-logger - INFO - t_tak_waybill_mgmtinfo_bi,1(所需同步时间:0.41s),1,983231,983230
2016-09-28 21:00:51,971 - mq-monitor-logger - INFO - t_prc_os_charges_info,0(所需同步时间:无延迟),1,21501,21511
2016-09-28 21:00:51,971 - mq-monitor-logger - INFO - t_bse_bank,0(所需同步时间:无延迟),1,28,28
2016-09-28 21:00:51,971 - mq-monitor-logger - INFO - t_bse_cus_address,0(所需同步时间:无延迟),1,17371,17371
2016-09-28 21:00:51,971 - mq-monitor-logger - INFO - t_tfr_express_arrival_org,12(所需同步时间:3.49s),1,2526217,2560168
2016-09-28 21:00:51,971 - mq-monitor-logger - INFO - t_dlv_trf_os_signoff_info,0(所需同步时间:无延迟),1,16343,16369
2016-09-28 21:00:51,972 - mq-monitor-logger - INFO - t_tfr_package_info_org,5(所需同步时间:3.76s),1,2261417,2486470
2016-09-28 21:00:51,972 - mq-monitor-logger - INFO - t_tfr_unload_diffcheck_report_detail_org,60(所需同步时间:295.08s),1,1674555,1694268
2016-09-28 21:00:51,972 - mq-monitor-logger - INFO - t_tfr_truck_task_org,1(所需同步时间:1.07s),1,1392734,1516242
2016-09-28 21:00:51,972 - mq-monitor-logger - INFO - t_dlv_delivertask_detail_org,10(所需同步时间:3.46s),1,277057843,277169839
2016-09-28 21:00:51,972 - mq-monitor-logger - INFO - t_tfr_supplycode_log_org,6(所需同步时间:2.49s),1,1345268,1360965
2016-09-28 21:00:51,972 - mq-monitor-logger - INFO - t_tak_pickup_info,3(所需同步时间:2.88s),1,1083229,1085102
2016-09-28 21:00:51,973 - mq-monitor-logger - INFO - t_tak_waybill_changerecord,0(所需同步时间:无延迟),1,51066,51730
2016-09-28 21:00:51,973 - mq-monitor-logger - INFO - t_bse_cus_bargain,0(所需同步时间:无延迟),1,60236,60236
2016-09-28 21:00:51,973 - mq-monitor-logger - INFO - t_tak_waybill_log,4(所需同步时间:3.75s),1,3117641,3275969
2016-09-28 21:00:51,973 - mq-monitor-logger - INFO - t_rut_change_path_detail,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:05:42,073 - mq-monitor-logger - INFO - 



2016-09-28 21:05:52,161 - mq-monitor-logger - INFO - 2016-09-28 21:05:52的MQ队列情况如下(表名,消息数量(大概多久同步完(s)),消费者数量,进队数量,出队数量):
2016-09-28 21:05:52,161 - mq-monitor-logger - INFO - t_tfr_outwardhandover_bill_org,0(所需同步时间:无延迟),1,3282,3346
2016-09-28 21:05:52,161 - mq-monitor-logger - INFO - t_dlv_waybill_signoff_change,0(所需同步时间:无延迟),1,5378,5411
2016-09-28 21:05:52,162 - mq-monitor-logger - INFO - t_tfr_job_business_log,35(所需同步时间:2.4s),1,8251084,8432308
2016-09-28 21:05:52,162 - mq-monitor-logger - INFO - t_tfr_unloadcmd_assign_detail_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:05:52,162 - mq-monitor-logger - INFO - t_dlv_diff_org,0(所需同步时间:无延迟),1,1289,1322
2016-09-28 21:05:52,162 - mq-monitor-logger - INFO - t_tfr_truck_task_detail_org,2(所需同步时间:2.54s),1,1538996,1680339
2016-09-28 21:05:52,162 - mq-monitor-logger - INFO - t_bse_customer_degree,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:05:52,162 - mq-monitor-logger - INFO - t_bse_express_autocomple,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:05:52,163 - mq-monitor-logger - INFO - t_bse_cus_bargain_app_org,0(所需同步时间:无延迟),1,111473,111473
2016-09-28 21:05:52,163 - mq-monitor-logger - INFO - t_tfr_cargo_sort_org,7(所需同步时间:1.96s),1,3573057,3614144
2016-09-28 21:05:52,163 - mq-monitor-logger - INFO - t_dlv_delivertask_org,8(所需同步时间:4.17s),1,8232840,9086872
2016-09-28 21:05:52,163 - mq-monitor-logger - INFO - t_tfr_outsourcebill_org,0(所需同步时间:无延迟),1,40295,40456
2016-09-28 21:05:52,163 - mq-monitor-logger - INFO - t_tfr_unloadcmd_assign_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:05:52,163 - mq-monitor-logger - INFO - t_bse_cus_contact,0(所需同步时间:无延迟),1,4013179,4013179
2016-09-28 21:05:52,163 - mq-monitor-logger - INFO - t_bse_cus_contact_address,0(所需同步时间:无延迟),1,21270,21270
2016-09-28 21:05:52,164 - mq-monitor-logger - INFO - t_dlv_find_lack_goods,0(所需同步时间:无延迟),1,6108,6124
2016-09-28 21:05:52,164 - mq-monitor-logger - INFO - t_bse_par_agencybranch,0(所需同步时间:无延迟),1,29,29
2016-09-28 21:05:52,164 - mq-monitor-logger - INFO - t_tak_pickup_fillintask,4(所需同步时间:1.29s),1,2119084,2121421
2016-09-28 21:05:52,164 - mq-monitor-logger - INFO - t_dictionary_data,0(所需同步时间:无延迟),1,115237,118189
2016-09-28 21:05:52,164 - mq-monitor-logger - INFO - t_tfr_loadhandoverbill_loadtask_rel_org,0(所需同步时间:无延迟),1,439376,488268
2016-09-28 21:05:52,164 - mq-monitor-logger - INFO - t_tfr_loader_participation_org,11(所需同步时间:4.51s),1,3676491,4219837
2016-09-28 21:05:52,164 - mq-monitor-logger - INFO - t_dlv_waybill_signoff_result,1(所需同步时间:1.39s),1,1001540,1004151
2016-09-28 21:05:52,165 - mq-monitor-logger - INFO - t_bse_express_part_sales_dept,0(所需同步时间:无延迟),1,1428,1443
2016-09-28 21:05:52,165 - mq-monitor-logger - INFO - t_org_department,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:05:52,165 - mq-monitor-logger - INFO - t_tfr_job_business,8(所需同步时间:0.52s),1,8626009,8807694
2016-09-28 21:05:52,165 - mq-monitor-logger - INFO - t_tfr_cage_detail_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:05:52,165 - mq-monitor-logger - INFO - t_tak_waybill_disusingrecord_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:05:52,165 - mq-monitor-logger - INFO - t_prc_waybill_charge_detail,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:05:52,165 - mq-monitor-logger - INFO - t_rut_path_detail,10(所需同步时间:1.28s),1,6930340,6937625
2016-09-28 21:05:52,165 - mq-monitor-logger - INFO - t_bse_org_sales_department,0(所需同步时间:无延迟),1,23913,24711
2016-09-28 21:05:52,166 - mq-monitor-logger - INFO - t_dlv_diff_detail,0(所需同步时间:无延迟),1,6478,6484
2016-09-28 21:05:52,166 - mq-monitor-logger - INFO - t_tfr_stockcleardiffer_report_org,0(所需同步时间:无延迟),1,1205,1309
2016-09-28 21:05:52,166 - mq-monitor-logger - INFO - t_tfr_sortcab_package_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:05:52,166 - mq-monitor-logger - INFO - t_tfr_tray_binding_task_detail_org,36(所需同步时间:1.23s),1,28680981,31338275
2016-09-28 21:05:52,166 - mq-monitor-logger - INFO - t_tfr_inventory_out_list_org,22(所需同步时间:5.2s),1,6491926,6560360
2016-09-28 21:05:52,166 - mq-monitor-logger - INFO - t_tfr_handoverbill_costinfo_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:05:52,166 - mq-monitor-logger - INFO - t_tak_orderinfo,0(所需同步时间:无延迟),1,2512653,2672923
2016-09-28 21:05:52,167 - mq-monitor-logger - INFO - t_tfr_supply_log_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:05:52,167 - mq-monitor-logger - INFO - t_tfr_inventory_bill_org,1(所需同步时间:0.06s),1,18025584,18222588
2016-09-28 21:05:52,167 - mq-monitor-logger - INFO - t_bse_express_delivery_regions,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:05:52,167 - mq-monitor-logger - INFO - t_tfr_inventory_in_list_org,17(所需同步时间:2.64s),1,6453163,6525431
2016-09-28 21:05:52,167 - mq-monitor-logger - INFO - t_tak_waybill_changeitem_list_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:05:52,167 - mq-monitor-logger - INFO - t_tak_waybill_mgmtinfo,13(所需同步时间:1.94s),1,5090253,5097906
2016-09-28 21:05:52,167 - mq-monitor-logger - INFO - t_tfr_unload_task_org,5(所需同步时间:5.26s),1,838963,966873
2016-09-28 21:05:52,168 - mq-monitor-logger - INFO - t_tfr_checktask_detail_org,1(所需同步时间:0.25s),1,2045163,2158427
2016-09-28 21:05:52,168 - mq-monitor-logger - INFO - t_tfr_package_detail_org,1(所需同步时间:1.27s),1,941327,961052
2016-09-28 21:05:52,168 - mq-monitor-logger - INFO - t_rut_transport_path_log,0(所需同步时间:无延迟),1,1833,1930
2016-09-28 21:05:52,168 - mq-monitor-logger - INFO - t_tfr_load_task_detail_org,13(所需同步时间:3.01s),1,4752218,4880964
2016-09-28 21:05:52,168 - mq-monitor-logger - INFO - t_tak_masterslave_relationship,0(所需同步时间:无延迟),1,15574,15574
2016-09-28 21:05:52,168 - mq-monitor-logger - INFO - t_tfr_stockcleartask_detail_org,0(所需同步时间:无延迟),1,7516504,7748450
2016-09-28 21:05:52,168 - mq-monitor-logger - INFO - t_bse_customer,0(所需同步时间:无延迟),1,5383815,5481976
2016-09-28 21:05:52,169 - mq-monitor-logger - INFO - t_tfr_stocktakingdiff_info_org,0(所需同步时间:无延迟),1,219,253
2016-09-28 21:05:52,169 - mq-monitor-logger - INFO - t_tfr_unload_waybill_detail_org,12(所需同步时间:2.91s),1,2973818,3065387
2016-09-28 21:05:52,169 - mq-monitor-logger - INFO - t_tfr_stockclear_operator_org,0(所需同步时间:无延迟),1,9865,10864
2016-09-28 21:05:52,169 - mq-monitor-logger - INFO - t_tfr_tray_binding_task_org,9(所需同步时间:3.01s),1,4589197,4929109
2016-09-28 21:05:52,169 - mq-monitor-logger - INFO - t_tfr_unload_diffcheck_report_org,0(所需同步时间:无延迟),1,104769,109643
2016-09-28 21:05:52,169 - mq-monitor-logger - INFO - t_bse_exdual_dept_mapping,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:05:52,169 - mq-monitor-logger - INFO - t_bse_express_emp_district,0(所需同步时间:无延迟),1,8056,8056
2016-09-28 21:05:52,170 - mq-monitor-logger - INFO - t_rut_line_segment_major,0(所需同步时间:无延迟),1,3246,3296
2016-09-28 21:05:52,170 - mq-monitor-logger - INFO - t_tfr_limitition_term_org,0(所需同步时间:无延迟),1,4,4
2016-09-28 21:05:52,170 - mq-monitor-logger - INFO - t_rut_change_path_event,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:05:52,170 - mq-monitor-logger - INFO - t_bse_emp_yhed,0(所需同步时间:无延迟),1,8159,8159
2016-09-28 21:05:52,170 - mq-monitor-logger - INFO - t_tfr_inventory_org,1(所需同步时间:0.06s),1,16470990,16641772
2016-09-28 21:05:52,170 - mq-monitor-logger - INFO - t_tfr_stocktask_result_org,0(所需同步时间:无延迟),1,95510,97997
2016-09-28 21:05:52,170 - mq-monitor-logger - INFO - t_prc_waybill_changeinfo,4(所需同步时间:1.14s),1,2495812,2498538
2016-09-28 21:05:52,170 - mq-monitor-logger - INFO - t_tfr_uncage_info_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:05:52,171 - mq-monitor-logger - INFO - t_tfr_package_path_org,1(所需同步时间:2.38s),1,1305449,1512803
2016-09-28 21:05:52,171 - mq-monitor-logger - INFO - t_bse_express_oubr_plan_detail,0(所需同步时间:无延迟),1,72,72
2016-09-28 21:05:52,171 - mq-monitor-logger - INFO - t_bse_cus_preferential,0(所需同步时间:无延迟),1,113496,113496
2016-09-28 21:05:52,171 - mq-monitor-logger - INFO - t_rut_transport_path,3(所需同步时间:0.94s),1,2579972,2582899
2016-09-28 21:05:52,171 - mq-monitor-logger - INFO - t_prc_waybill_other_charge,0(所需同步时间:无延迟),1,812,992
2016-09-28 21:05:52,171 - mq-monitor-logger - INFO - t_tfr_exchage_record_org,0(所需同步时间:无延迟),1,61532,61772
2016-09-28 21:05:52,171 - mq-monitor-logger - INFO - t_tfr_packagelabel_log_org,0(所需同步时间:无延迟),1,92763,108976
2016-09-28 21:05:52,172 - mq-monitor-logger - INFO - t_bse_res_outsourcetruck,0(所需同步时间:无延迟),1,33559,34270
2016-09-28 21:05:52,172 - mq-monitor-logger - INFO - t_tfr_unload_task_detail_org,1(所需同步时间:2.4s),1,226559,246238
2016-09-28 21:05:52,172 - mq-monitor-logger - INFO - t_tfr_checktask_org,1(所需同步时间:1.29s),1,609096,706128
2016-09-28 21:05:52,172 - mq-monitor-logger - INFO - t_tfr_tray_offline_scan_task_org,0(所需同步时间:无延迟),1,56579,71274
2016-09-28 21:05:52,172 - mq-monitor-logger - INFO - t_tfr_load_task_org,2(所需同步时间:2.13s),1,1934416,2196497
2016-09-28 21:05:52,172 - mq-monitor-logger - INFO - t_bse_customer_profession,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:05:52,173 - mq-monitor-logger - INFO - t_bse_pos_deliverymap,0(所需同步时间:无延迟),1,1097,1097
2016-09-28 21:05:52,173 - mq-monitor-logger - INFO - t_tfr_uncage_detail_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:05:52,173 - mq-monitor-logger - INFO - t_tak_waybillrfc_batchchange,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:05:52,173 - mq-monitor-logger - INFO - t_tfr_supplycode_task_org,5(所需同步时间:0.77s),1,4439540,4488802
2016-09-28 21:05:52,173 - mq-monitor-logger - INFO - t_tfr_stockcleardiffer_report_detail_org,0(所需同步时间:无延迟),1,285133,291425
2016-09-28 21:05:52,173 - mq-monitor-logger - INFO - t_tfr_os_waybill_track_org,0(所需同步时间:无延迟),1,524376,524646
2016-09-28 21:05:52,173 - mq-monitor-logger - INFO - t_tfr_damagedwaybill_info_org,0(所需同步时间:无延迟),1,307,307
2016-09-28 21:05:52,173 - mq-monitor-logger - INFO - t_bse_pro_masterinfo,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:05:52,174 - mq-monitor-logger - INFO - t_tfr_differ_report_qms_log_org,100(所需同步时间:3.09s),1,6169718,6192314
2016-09-28 21:05:52,174 - mq-monitor-logger - INFO - t_tak_return_goods_major,0(所需同步时间:无延迟),1,157677,157683
2016-09-28 21:05:52,174 - mq-monitor-logger - INFO - t_tfr_os_paternity_print_info_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:05:52,174 - mq-monitor-logger - INFO - t_tfr_waybill_exchage_rel_org,0(所需同步时间:无延迟),1,61044,61267
2016-09-28 21:05:52,174 - mq-monitor-logger - INFO - t_tfr_meter_bubble_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:05:52,174 - mq-monitor-logger - INFO - t_dlv_signoff_payment_info,2(所需同步时间:2.82s),1,984295,986870
2016-09-28 21:05:52,174 - mq-monitor-logger - INFO - t_org_employee,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:05:52,175 - mq-monitor-logger - INFO - t_tfr_loadhandoverbill_org,2(所需同步时间:1.91s),1,1611374,1758729
2016-09-28 21:05:52,175 - mq-monitor-logger - INFO - t_tfr_loadhandoverbill_trucktaskdetail_rel_org,1(所需同步时间:4.29s),1,618901,677755
2016-09-28 21:05:52,175 - mq-monitor-logger - INFO - t_prc_exception_log,12(所需同步时间:2.36s),1,2635061,2637955
2016-09-28 21:05:52,175 - mq-monitor-logger - INFO - t_tfr_stocktakingdiff_detail_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:05:52,175 - mq-monitor-logger - INFO - t_bse_bank_district,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:05:52,175 - mq-monitor-logger - INFO - t_bse_express_outbranch_plan,0(所需同步时间:无延迟),1,46,46
2016-09-28 21:05:52,175 - mq-monitor-logger - INFO - t_bse_express_bigzone,0(所需同步时间:无延迟),1,1176,1176
2016-09-28 21:05:52,176 - mq-monitor-logger - INFO - t_tfr_os_loadtask_detail_org,0(所需同步时间:无延迟),1,53306,53487
2016-09-28 21:05:52,176 - mq-monitor-logger - INFO - t_bse_res_selftruck,0(所需同步时间:无延迟),1,1625,1627
2016-09-28 21:05:52,176 - mq-monitor-logger - INFO - t_dlv_trajectory_record,1(所需同步时间:0.29s),1,9751222,9779495
2016-09-28 21:05:52,176 - mq-monitor-logger - INFO - t_tfr_supplycode_back_org,0(所需同步时间:无延迟),1,5769,5786
2016-09-28 21:05:52,176 - mq-monitor-logger - INFO - t_tfr_traceimport_error_info_org,0(所需同步时间:无延迟),1,14428,14428
2016-09-28 21:05:52,176 - mq-monitor-logger - INFO - t_bse_bill_rules,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:05:52,176 - mq-monitor-logger - INFO - t_tfr_ptploadhandoverbill_org,0(所需同步时间:无延迟),1,21016,23248
2016-09-28 21:05:52,177 - mq-monitor-logger - INFO - t_tfr_checkuser_org,0(所需同步时间:无延迟),1,353278,411349
2016-09-28 21:05:52,177 - mq-monitor-logger - INFO - t_bse_express_zz_sales_dept,0(所需同步时间:无延迟),1,1609,1609
2016-09-28 21:05:52,177 - mq-monitor-logger - INFO - t_tfr_cage_info_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:05:52,177 - mq-monitor-logger - INFO - t_tfr_exception_goods_info_org,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:05:52,177 - mq-monitor-logger - ERROR - t_tak_waybill_baseinfo 表预估延迟超过900s，请检查!
2016-09-28 21:05:52,177 - mq-monitor-logger - INFO - t_tak_waybill_baseinfo,47371(所需同步时间:28422.6s),1,2382603,2337893
2016-09-28 21:05:52,177 - mq-monitor-logger - INFO - t_tak_waybill_alternative_relationship,0(所需同步时间:无延迟),1,6408,7262
2016-09-28 21:05:52,178 - mq-monitor-logger - INFO - t_tfr_less_report_org,0(所需同步时间:无延迟),1,724434,731787
2016-09-28 21:05:52,178 - mq-monitor-logger - INFO - t_bse_org_company,0(所需同步时间:无延迟),1,95954,96918
2016-09-28 21:05:52,178 - mq-monitor-logger - INFO - t_tfr_os_loadtask_org,0(所需同步时间:无延迟),1,9750,10635
2016-09-28 21:05:52,178 - mq-monitor-logger - INFO - t_tfr_os_track_optrecord_org,0(所需同步时间:无延迟),1,537,572
2016-09-28 21:05:52,178 - mq-monitor-logger - INFO - t_bse_cus_account,0(所需同步时间:无延迟),1,42531,42531
2016-09-28 21:05:52,178 - mq-monitor-logger - INFO - t_prc_waybill_discount_detail,0(所需同步时间:无延迟),1,0,0
2016-09-28 21:05:52,178 - mq-monitor-logger - INFO - t_tfr_stockclear_task_org,0(所需同步时间:无延迟),1,7313,8260
2016-09-28 21:05:52,179 - mq-monitor-logger - INFO - t_tak_waybill_mgmtinfo_bi,2(所需同步时间:0.87s),1,983924,983922
2016-09-28 21:05:52,179 - mq-monitor-logger - INFO - t_prc_os_charges_info,0(所需同步时间:无延迟),1,21501,21511
2016-09-28 21:05:52,179 - mq-monitor-logger - INFO - t_bse_bank,0(所需同步时间:无延迟),1,28,28
2016-09-28 21:05:52,179 - mq-monitor-logger - INFO - t_bse_cus_address,0(所需同步时间:无延迟),1,17371,17371
2016-09-28 21:05:52,179 - mq-monitor-logger - INFO - t_tfr_express_arrival_org,1(所需同步时间:0.32s),1,2527141,2561103
2016-09-28 21:05:52,179 - mq-monitor-logger - INFO - t_dlv_trf_os_signoff_info,0(所需同步时间:无延迟),1,16347,16373
2016-09-28 21:05:52,179 - mq-monitor-logger - INFO - t_tfr_package_info_org,1(所需同步时间:0.74s),1,2261819,2486876
2016-09-28 21:05:52,180 - mq-monitor-logger - INFO - t_tfr_unload_diffcheck_report_detail_org,3(所需同步时间:3.14s),1,1674785,1694555
